"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison","New_representative_term","Description_str","count","GeneRatio","direction"
"1","GO:0006811","monoatomic ion transport",149,-0.613370703682495,-2.39880104128696,5.1783258119828e-15,4.45336019830521e-13,2.4460775875024e-13,2930,"tags=56%, list=25%, signal=43%","AGAP007707/AGAP029713/AGAP009590/AGAP001281/AGAP029634/AGAP006968/AGAP001284/AGAP008201/AGAP000376/AGAP002972/AGAP009081/AGAP002577/AGAP003921/AGAP004510/AGAP009036/AGAP012429/AGAP000038/AGAP006028/AGAP008588/AGAP012818/AGAP001913/AGAP006637/AGAP000254/AGAP010146/AGAP000329/AGAP009736/AGAP029241/AGAP003709/AGAP028032/AGAP004720/AGAP006115/AGAP002150/AGAP028369/AGAP004519/AGAP010057/AGAP000079/AGAP010169/AGAP010694/AGAP029048/AGAP012434/AGAP011169/AGAP011499/AGAP029712/AGAP000361/AGAP004867/AGAP007818/AGAP029596/AGAP011459/AGAP001478/AGAP028574/AGAP002224/AGAP010269/AGAP012447/AGAP001587/AGAP009334/AGAP000966/AGAP002891/AGAP000721/AGAP005845/AGAP010580/AGAP001476/AGAP028370/AGAP002884/AGAP011291/AGAP002797/AGAP003588/AGAP012433/AGAP010205/AGAP001588/AGAP003153/AGAP002858/AGAP001823/AGAP028154/AGAP002473/AGAP010295/AGAP009486/AGAP009491/AGAP006186/AGAP007119/AGAP011131/AGAP004616/AGAP007966/AGAP005134/AGAP000523","1_v_15_HKEC","Molecule transport","monoatomic ion transport",84,0.563758389261745,"Downregulated"
"2","GO:1902600","proton transmembrane transport",75,-0.708195106120124,-2.53927893409915,1.03896840962017e-13,5.95675221515562e-12,3.27183911450561e-12,1156,"tags=48%, list=10%, signal=43%","AGAP007755/AGAP001587/AGAP009334/AGAP000721/AGAP003325/AGAP005845/AGAP003879/AGAP028366/AGAP028364/AGAP001236/AGAP010298/AGAP002884/AGAP003588/AGAP028371/AGAP012081/AGAP001588/AGAP003153/AGAP002858/AGAP001823/AGAP002401/AGAP028154/AGAP009526/AGAP002473/AGAP000109/AGAP009486/AGAP007768/AGAP006186/AGAP000851/AGAP007621/AGAP011159/AGAP004400/AGAP008727/AGAP012106/AGAP005134/AGAP029205/AGAP000523","1_v_15_HKEC","Molecule transport","proton transmembrane transport",36,0.48,"Downregulated"
"3","GO:0006364","rRNA processing",48,0.747120129019555,2.90353132356956,1.17444627881001e-13,6.21553107554836e-12,3.41397744204691e-12,1841,"tags=71%, list=16%, signal=60%","AGAP007112/AGAP009808/AGAP002684/AGAP007511/AGAP003992/AGAP006469/AGAP011383/AGAP006438/AGAP003002/AGAP005320/AGAP000270/AGAP002333/AGAP011327/AGAP002923/AGAP003041/AGAP001656/AGAP000479/AGAP003632/AGAP008882/AGAP007128/AGAP005221/AGAP003294/AGAP007244/AGAP002088/AGAP011244/AGAP007388/AGAP003890/AGAP004557/AGAP010702/AGAP006372/AGAP005130/AGAP001057/AGAP001720/AGAP007912","1_v_15_HKEC","Translation and RNA processing","rRNA processing",34,0.708333333333333,"Upregulated"
"4","GO:0006281","DNA repair",79,0.626374716147918,2.71227502536683,1.34316837790485e-12,6.16066562665692e-11,3.38384173801994e-11,3170,"tags=67%, list=28%, signal=49%","AGAP008939/AGAP002805/AGAP002967/AGAP005035/AGAP011110/AGAP008426/AGAP012174/AGAP007032/AGAP004082/AGAP009607/AGAP001404/AGAP007217/AGAP008194/AGAP007582/AGAP002985/AGAP010984/AGAP005052/AGAP002472/AGAP002522/AGAP009746/AGAP003093/AGAP009222/AGAP010060/AGAP013180/AGAP001158/AGAP001290/AGAP011623/AGAP007775/AGAP013412/AGAP003676/AGAP012335/AGAP003157/AGAP004029/AGAP013386/AGAP005939/AGAP002388/AGAP008332/AGAP000169/AGAP005917/AGAP001255/AGAP001154/AGAP005461/AGAP006734/AGAP009296/AGAP002259/AGAP012880/AGAP001421/AGAP003967/AGAP029562/AGAP002669/AGAP006164/AGAP029662/AGAP011448","1_v_15_HKEC","DNA replication and repair","DNA repair",53,0.670886075949367,"Upregulated"
"5","GO:0006508","proteolysis",433,-0.450374957967094,-1.92372985634329,2.17669138088251e-12,9.35977293779479e-11,5.14100135353172e-11,3034,"tags=44%, list=26%, signal=34%","AGAP000411/AGAP012068/AGAP001979/AGAP029515/AGAP009019/AGAP005709/AGAP029132/AGAP011789/AGAP008497/AGAP000830/AGAP008403/AGAP001648/AGAP004069/AGAP004318/AGAP012881/AGAP005434/AGAP008861/AGAP009252/AGAP002813/AGAP029794/AGAP007141/AGAP004149/AGAP010241/AGAP012817/AGAP011781/AGAP029692/AGAP001366/AGAP009251/AGAP004567/AGAP004023/AGAP002784/AGAP006709/AGAP003498/AGAP010731/AGAP011908/AGAP000303/AGAP003252/AGAP007728/AGAP010764/AGAP008995/AGAP000573/AGAP005705/AGAP028646/AGAP003689/AGAP013188/AGAP009006/AGAP011791/AGAP000848/AGAP007398/AGAP009754/AGAP010833/AGAP011909/AGAP029126/AGAP006416/AGAP009844/AGAP003251/AGAP003106/AGAP010545/AGAP001798/AGAP004754/AGAP011653/AGAP000182/AGAP011477/AGAP003626/AGAP012067/AGAP013001/AGAP003960/AGAP011098/AGAP028711/AGAP006674/AGAP006670/AGAP010730/AGAP001199/AGAP029108/AGAP013487/AGAP003627/AGAP002422/AGAP008290/AGAP001964/AGAP001264/AGAP009828/AGAP008295/AGAP011790/AGAP002720/AGAP012946/AGAP002879/AGAP011792/AGAP011788/AGAP003496/AGAP000315/AGAP004109/AGAP011912/AGAP004860/AGAP003077/AGAP009122/AGAP004148/AGAP003691/AGAP001198/AGAP011654/AGAP013078/AGAP005195/AGAP007796/AGAP004566/AGAP008294/AGAP003246/AGAP002270/AGAP008091/AGAP011442/AGAP001240/AGAP010003/AGAP006209/AGAP000513/AGAP004639/AGAP008292/AGAP009757/AGAP006120/AGAP011435/AGAP000621/AGAP003686/AGAP001682/AGAP011787/AGAP029749/AGAP005196/AGAP011780/AGAP004775/AGAP001113/AGAP004201/AGAP009451/AGAP028641/AGAP013252/AGAP003977/AGAP008293/AGAP029330/AGAP008835/AGAP010395/AGAP004638/AGAP007043/AGAP000476/AGAP005043/AGAP009791/AGAP007795/AGAP010968/AGAP029770/AGAP005702/AGAP000131/AGAP003250/AGAP007684/AGAP009218/AGAP003247/AGAP029119/AGAP013221/AGAP005194/AGAP028725/AGAP008370/AGAP029117/AGAP013184/AGAP013393/AGAP006954/AGAP012842/AGAP003057/AGAP011870/AGAP009215/AGAP003249/AGAP000290/AGAP003248/AGAP004719/AGAP009217/AGAP008291/AGAP029124/AGAP007530/AGAP008183/AGAP029067/AGAP028728/AGAP003422/AGAP013117/AGAP010530/AGAP004855/AGAP004533/AGAP000885/AGAP012069/AGAP008372/AGAP008371/AGAP010415/AGAP003929/AGAP003702/AGAP002955/AGAP011786/AGAP006964/AGAP000113/AGAP000935","1_v_15_HKEC","Protein processing","proteolysis",190,0.438799076212471,"Downregulated"
"6","GO:0015986","proton motive force-driven ATP synthesis",18,-0.921782008784711,-2.48867847627393,8.31880623344619e-12,3.36666981682999e-10,1.84919593672271e-10,696,"tags=89%, list=6%, signal=84%","AGAP028370/AGAP012081/AGAP000260/AGAP009564/AGAP009491/AGAP006879/AGAP011131/AGAP001138/AGAP004616/AGAP003599/AGAP007841/AGAP007966/AGAP012106/AGAP005134/AGAP029205/AGAP000523","1_v_15_HKEC","Metabolism and mitochondrial function","proton motive force-driven ATP synthesis",16,0.888888888888889,"Downregulated"
"7","GO:0006030","chitin metabolic process",63,-0.706198093545536,-2.46872373169132,3.92377826341101e-11,1.42082076064567e-09,7.80407975936041e-10,918,"tags=33%, list=8%, signal=31%","AGAP001203/AGAP009022/AGAP000468/AGAP009405/AGAP003751/AGAP009480/AGAP000989/AGAP010302/AGAP002909/AGAP000987/AGAP000198/AGAP009790/AGAP028105/AGAP000986/AGAP000988/AGAP028605/AGAP006898/AGAP011936/AGAP000359/AGAP008512/AGAP003308","1_v_15_HKEC","Metabolism and mitochondrial function","chitin metabolic process",21,0.333333333333333,"Downregulated"
"8","GO:0005975","carbohydrate metabolic process",120,-0.582094933214541,-2.23062122528118,2.43963864785614e-10,6.99363079052093e-09,3.84136085342261e-09,2109,"tags=42%, list=18%, signal=35%","AGAP008060/AGAP012400/AGAP006191/AGAP002058/AGAP013120/AGAP002317/AGAP009039/AGAP002055/AGAP003464/AGAP011859/AGAP006426/AGAP010866/AGAP006425/AGAP000220/AGAP004456/AGAP008547/AGAP003993/AGAP009510/AGAP012453/AGAP004376/AGAP029633/AGAP012399/AGAP008061/AGAP012401/AGAP002102/AGAP009022/AGAP028204/AGAP013260/AGAP007215/AGAP008582/AGAP008584/AGAP002056/AGAP012261/AGAP012230/AGAP004451/AGAP006778/AGAP009173/AGAP009621/AGAP011800/AGAP000198/AGAP007939/AGAP005956/AGAP010428/AGAP005860/AGAP006898/AGAP011936/AGAP001903/AGAP000359/AGAP008512/AGAP012048/AGAP007593","1_v_15_HKEC","Metabolism and mitochondrial function","carbohydrate metabolic process",51,0.425,"Downregulated"
"9","GO:0022900","electron transport chain",38,-0.757543309079,-2.3996221440561,2.23120056684282e-09,5.68542959254763e-08,3.1228109298112e-08,924,"tags=53%, list=8%, signal=49%","AGAP013758/AGAP004031/AGAP007918/AGAP003325/AGAP028366/AGAP028364/AGAP009526/AGAP004653/AGAP000109/AGAP010337/AGAP008955/AGAP007768/AGAP007082/AGAP012374/AGAP008653/AGAP010429/AGAP004400/AGAP011629/AGAP008727/AGAP006936","1_v_15_HKEC","Metabolism and mitochondrial function","electron transport chain",20,0.526315789473684,"Downregulated"
"10","GO:0006351","DNA-templated transcription",37,0.691902501634095,2.52801173636162,1.28031228413717e-08,2.59074956319522e-07,1.42300962849921e-07,2821,"tags=78%, list=24%, signal=59%","AGAP012084/AGAP005035/AGAP011110/AGAP008151/AGAP006678/AGAP002735/AGAP004703/AGAP028005/AGAP009488/AGAP010064/AGAP007810/AGAP008393/AGAP002394/AGAP009644/AGAP005922/AGAP002121/AGAP008771/AGAP008417/AGAP009539/AGAP004866/AGAP012397/AGAP009209/AGAP012122/AGAP028012/AGAP003648/AGAP009035/AGAP006747/AGAP001045/AGAP004624","1_v_15_HKEC","Transcription","DNA-templated transcription",29,0.783783783783784,"Upregulated"
