"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison","New_representative_term","Description_str","count","GeneRatio","direction"
"1","GO:0006030","chitin metabolic process",63,-0.76841728678892,-2.83688358009432,2.52123087107288e-17,2.88680934737845e-15,1.47735282620762e-15,1012,"tags=33%, list=9%, signal=31%","AGAP001203/AGAP000987/AGAP010302/AGAP000989/AGAP003751/AGAP009022/AGAP002909/AGAP009480/AGAP000468/AGAP009405/AGAP009790/AGAP000986/AGAP028105/AGAP000198/AGAP000988/AGAP028605/AGAP006898/AGAP011936/AGAP008512/AGAP000359/AGAP003308","1_v_5_Naive","Metabolism and mitochondrial function","chitin metabolic process",21,0.333333333333333,"Downregulated"
"2","GO:0006811","monoatomic ion transport",149,-0.612781982445213,-2.54631403183414,8.13519137526414e-17,7.82463252477886e-15,4.00433197468189e-15,2433,"tags=54%, list=21%, signal=43%","AGAP011113/AGAP012429/AGAP008202/AGAP028369/AGAP028611/AGAP010694/AGAP009736/AGAP004867/AGAP007707/AGAP000361/AGAP029713/AGAP002505/AGAP012581/AGAP006027/AGAP006028/AGAP000079/AGAP008201/AGAP029240/AGAP000038/AGAP002577/AGAP004720/AGAP001588/AGAP010042/AGAP001913/AGAP008588/AGAP010169/AGAP009334/AGAP000329/AGAP011169/AGAP002891/AGAP005845/AGAP003921/AGAP029634/AGAP028032/AGAP011459/AGAP001587/AGAP000254/AGAP003274/AGAP002224/AGAP029241/AGAP002972/AGAP002884/AGAP000721/AGAP010146/AGAP028574/AGAP001478/AGAP002150/AGAP010580/AGAP000966/AGAP010269/AGAP002858/AGAP001823/AGAP010205/AGAP011499/AGAP029048/AGAP028370/AGAP003153/AGAP003588/AGAP010057/AGAP029712/AGAP012434/AGAP003709/AGAP004510/AGAP012447/AGAP002797/AGAP009486/AGAP011291/AGAP007119/AGAP029596/AGAP012433/AGAP028154/AGAP002473/AGAP010295/AGAP009491/AGAP011131/AGAP006186/AGAP007966/AGAP004616/AGAP000523/AGAP005134","1_v_5_Naive","Molecule transport","monoatomic ion transport",80,0.536912751677852,"Downregulated"
"3","GO:0006281","DNA repair",79,0.662580926866047,2.71923715585293,8.5467231984683e-15,4.8929990311231e-13,2.50403995463896e-13,3265,"tags=81%, list=28%, signal=59%","AGAP002805/AGAP008939/AGAP002967/AGAP001290/AGAP007032/AGAP001404/AGAP002985/AGAP011110/AGAP005035/AGAP012335/AGAP004082/AGAP008194/AGAP005917/AGAP007775/AGAP001158/AGAP008426/AGAP003093/AGAP007582/AGAP005052/AGAP013386/AGAP002472/AGAP012174/AGAP009607/AGAP003676/AGAP010060/AGAP010787/AGAP008332/AGAP002522/AGAP009222/AGAP013180/AGAP010984/AGAP007217/AGAP000169/AGAP003157/AGAP004491/AGAP029662/AGAP009746/AGAP009296/AGAP001910/AGAP004029/AGAP003791/AGAP001154/AGAP001255/AGAP002302/AGAP002259/AGAP002388/AGAP006734/AGAP011448/AGAP011623/AGAP001421/AGAP011769/AGAP002669/AGAP010577/AGAP006164/AGAP001854/AGAP005144/AGAP012880/AGAP000634/AGAP008991/AGAP005939/AGAP006797/AGAP005461/AGAP013412/AGAP009632","1_v_5_Naive","DNA replication and repair","DNA repair",64,0.810126582278481,"Upregulated"
"4","GO:0006364","rRNA processing",48,0.758865272741617,2.83028869927103,2.7354188711492e-14,1.44556366498423e-12,7.39781297946422e-13,1548,"tags=69%, list=13%, signal=60%","AGAP007112/AGAP002684/AGAP009808/AGAP003992/AGAP003632/AGAP003002/AGAP005320/AGAP000270/AGAP006469/AGAP011383/AGAP002333/AGAP008882/AGAP007511/AGAP006438/AGAP003041/AGAP002923/AGAP000479/AGAP005221/AGAP003294/AGAP011327/AGAP001656/AGAP007128/AGAP007388/AGAP002088/AGAP004557/AGAP007244/AGAP001057/AGAP010702/AGAP007644/AGAP006372/AGAP011244/AGAP007912/AGAP011713","1_v_5_Naive","Translation and RNA processing","rRNA processing",33,0.6875,"Upregulated"
"5","GO:0055085","transmembrane transport",313,-0.445578969181742,-2.01289263795108,3.49052514590082e-11,1.19899538761693e-09,6.13597578279408e-10,3783,"tags=56%, list=33%, signal=38%","AGAP005238/AGAP006347/AGAP007086/AGAP003206/AGAP012565/AGAP000097/AGAP000506/AGAP029523/AGAP004402/AGAP010854/AGAP008467/AGAP007055/AGAP029468/AGAP008436/AGAP003684/AGAP012467/AGAP013073/AGAP013063/AGAP010975/AGAP009498/AGAP007732/AGAP001236/AGAP001476/AGAP004350/AGAP010326/AGAP005251/AGAP001870/AGAP027980/AGAP002071/AGAP001557/AGAP009463/AGAP007743/AGAP029307/AGAP012643/AGAP013770/AGAP001531/AGAP013463/AGAP001160/AGAP007499/AGAP007660/AGAP003587/AGAP000413/AGAP009468/AGAP011680/AGAP001027/AGAP002638/AGAP010416/AGAP008435/AGAP008766/AGAP029535/AGAP010249/AGAP008721/AGAP007755/AGAP010621/AGAP003495/AGAP000795/AGAP005600/AGAP009523/AGAP011388/AGAP006782/AGAP011113/AGAP009466/AGAP012507/AGAP006364/AGAP008202/AGAP006104/AGAP003493/AGAP002571/AGAP000361/AGAP001775/AGAP007655/AGAP002505/AGAP001965/AGAP010383/AGAP008720/AGAP005530/AGAP009745/AGAP012772/AGAP006273/AGAP008201/AGAP011279/AGAP001782/AGAP029240/AGAP013218/AGAP002717/AGAP002577/AGAP008387/AGAP010042/AGAP003492/AGAP004562/AGAP028491/AGAP010372/AGAP008359/AGAP007754/AGAP012419/AGAP008889/AGAP007992/AGAP010481/AGAP002891/AGAP001336/AGAP000958/AGAP003921/AGAP029634/AGAP028613/AGAP011459/AGAP010344/AGAP006346/AGAP008711/AGAP029521/AGAP000254/AGAP001265/AGAP003274/AGAP010567/AGAP002369/AGAP029241/AGAP006349/AGAP012383/AGAP003303/AGAP003680/AGAP002366/AGAP010298/AGAP005113/AGAP010878/AGAP009472/AGAP001202/AGAP029593/AGAP028574/AGAP004636/AGAP003221/AGAP011492/AGAP002150/AGAP009467/AGAP028128/AGAP001550/AGAP010269/AGAP028371/AGAP011499/AGAP003205/AGAP009443/AGAP000494/AGAP004603/AGAP029451/AGAP010857/AGAP029048/AGAP010865/AGAP008335/AGAP003588/AGAP002358/AGAP007367/AGAP005317/AGAP012434/AGAP003709/AGAP001777/AGAP004510/AGAP002060/AGAP004518/AGAP004476/AGAP003208/AGAP010860/AGAP007119/AGAP012433/AGAP002051/AGAP004309/AGAP010293/AGAP009471/AGAP002050/AGAP012381/AGAP002859/AGAP000493/AGAP006594/AGAP010295/AGAP009768/AGAP010562/AGAP009833","1_v_5_Naive","Molecule transport","transmembrane transport",174,0.55591054313099,"Downregulated"
"6","GO:0005975","carbohydrate metabolic process",121,-0.571054513152217,-2.30484935902158,7.2975340980469e-11,2.38733615493248e-09,1.22174255075071e-09,2127,"tags=40%, list=18%, signal=33%","AGAP002318/AGAP003995/AGAP003831/AGAP012230/AGAP005721/AGAP008061/AGAP000053/AGAP006425/AGAP009039/AGAP012453/AGAP010866/AGAP011800/AGAP003464/AGAP012400/AGAP004456/AGAP009127/AGAP008584/AGAP011859/AGAP028204/AGAP005860/AGAP006426/AGAP002102/AGAP000022/AGAP008582/AGAP007939/AGAP012401/AGAP008547/AGAP002055/AGAP010428/AGAP006778/AGAP007215/AGAP004451/AGAP001367/AGAP005956/AGAP003993/AGAP029633/AGAP009022/AGAP009621/AGAP002056/AGAP009173/AGAP001903/AGAP000198/AGAP006898/AGAP011936/AGAP007593/AGAP008512/AGAP000359/AGAP012048","1_v_5_Naive","Metabolism and mitochondrial function","carbohydrate metabolic process",48,0.396694214876033,"Downregulated"
"7","GO:0006099","tricarboxylic acid cycle",20,-0.884748270404626,-2.4930698200191,9.06767528901345e-11,2.70847518415315e-09,1.38608857964782e-09,516,"tags=55%, list=4%, signal=53%","AGAP007309/AGAP010672/AGAP000618/AGAP002728/AGAP002192/AGAP001903/AGAP007786/AGAP010429/AGAP001312/AGAP012048/AGAP004055","1_v_5_Naive","Metabolism and mitochondrial function","tricarboxylic acid cycle",11,0.55,"Downregulated"
"8","GO:1902600","proton transmembrane transport",75,-0.639819429795311,-2.41564892358556,2.3444038066957e-10,6.44242166079978e-09,3.29697209025837e-09,2605,"tags=57%, list=23%, signal=45%","AGAP008721/AGAP007755/AGAP003495/AGAP005600/AGAP004867/AGAP003493/AGAP010383/AGAP009745/AGAP001624/AGAP001588/AGAP003492/AGAP009334/AGAP005845/AGAP001587/AGAP010298/AGAP002884/AGAP000721/AGAP028366/AGAP003879/AGAP012081/AGAP002858/AGAP028371/AGAP001823/AGAP028364/AGAP003153/AGAP003588/AGAP002401/AGAP009486/AGAP000109/AGAP028154/AGAP009526/AGAP002473/AGAP000851/AGAP007768/AGAP006186/AGAP012106/AGAP011159/AGAP007621/AGAP008727/AGAP029205/AGAP000523/AGAP004400/AGAP005134","1_v_5_Naive","Molecule transport","proton transmembrane transport",43,0.573333333333333,"Downregulated"
"9","GO:0006606","protein import into nucleus",33,0.758448086337139,2.61714411852696,3.9075359169964e-10,9.58741848205901e-09,4.90645487322104e-09,1796,"tags=79%, list=16%, signal=67%","AGAP003769/AGAP008970/AGAP011156/AGAP000025/AGAP007299/AGAP002351/AGAP001754/AGAP001273/AGAP003576/AGAP006942/AGAP012362/AGAP010051/AGAP002970/AGAP009571/AGAP009921/AGAP010711/AGAP007024/AGAP002426/AGAP009792/AGAP007699/AGAP007999/AGAP005401/AGAP001685/AGAP001179/AGAP009800/AGAP008234","1_v_5_Naive","Molecule transport","protein import into nucleus",26,0.787878787878788,"Upregulated"
"10","GO:0015986","proton motive force-driven ATP synthesis",18,-0.88654571228802,-2.44869198518476,6.90197133243648e-10,1.58055143512795e-08,8.08862605275013e-09,1062,"tags=89%, list=9%, signal=81%","AGAP012081/AGAP028370/AGAP000260/AGAP009491/AGAP006879/AGAP011131/AGAP012106/AGAP009564/AGAP001138/AGAP007966/AGAP029205/AGAP003599/AGAP004616/AGAP000523/AGAP007841/AGAP005134","1_v_5_Naive","Metabolism and mitochondrial function","proton motive force-driven ATP synthesis",16,0.888888888888889,"Downregulated"
