"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison","New_representative_term","Description_str","count","GeneRatio","direction"
"1","GO:0006412","translation",184,-0.679534332909961,-3.22124014597724,1.64719372400203e-38,3.77207362796466e-36,2.5834933144874e-36,958,"tags=51%, list=8%, signal=47%","AGAP003861/AGAP007406/AGAP001937/AGAP010338/AGAP006944/AGAP000508/AGAP006613/AGAP000883/AGAP000950/AGAP009572/AGAP003080/AGAP007937/AGAP002468/AGAP012140/AGAP006607/AGAP003119/AGAP012100/AGAP009204/AGAP005927/AGAP012284/AGAP003412/AGAP001274/AGAP001910/AGAP010612/AGAP002525/AGAP005131/AGAP010591/AGAP009431/AGAP012138/AGAP009324/AGAP007580/AGAP011146/AGAP010592/AGAP001805/AGAP005802/AGAP011424/AGAP000655/AGAP009508/AGAP000541/AGAP000654/AGAP004887/AGAP009031/AGAP007740/AGAP013742/AGAP006612/AGAP011173/AGAP005991/AGAP011706/AGAP005046/AGAP001911/AGAP012990/AGAP028693/AGAP011777/AGAP002122/AGAP001459/AGAP009920/AGAP000952/AGAP003532/AGAP002306/AGAP011687/AGAP011077/AGAP011896/AGAP001595/AGAP004235/AGAP010163/AGAP002919/AGAP009998/AGAP006871/AGAP006037/AGAP010252/AGAP011284/AGAP002437/AGAP005947/AGAP004919/AGAP002921/AGAP003768/AGAP008329/AGAP003538/AGAP000953/AGAP001408/AGAP010257/AGAP010065/AGAP003556/AGAP010933/AGAP007927/AGAP005061/AGAP004422/AGAP002754/AGAP011298/AGAP011802/AGAP007087/AGAP010216/AGAP007172","10_v_15_Naive","Translation and RNA processing","translation",93,0.505434782608696,"Downregulated"
"2","GO:0007165","signal transduction",288,0.415675206965391,2.31824042675035,2.45158664606552e-15,2.10530003230876e-13,1.44192004051485e-13,2893,"tags=41%, list=25%, signal=31%","AGAP000126/AGAP007548/AGAP000574/AGAP011186/AGAP008705/AGAP009549/AGAP008646/AGAP012445/AGAP029677/AGAP008224/AGAP013149/AGAP010089/AGAP029465/AGAP008691/AGAP001941/AGAP008304/AGAP002695/AGAP029115/AGAP002729/AGAP002888/AGAP002493/AGAP002229/AGAP005126/AGAP006771/AGAP013516/AGAP012982/AGAP001173/AGAP029678/AGAP009770/AGAP005248/AGAP000519/AGAP004453/AGAP029605/AGAP001162/AGAP002411/AGAP010782/AGAP000243/AGAP006126/AGAP003712/AGAP002560/AGAP001506/AGAP001990/AGAP010604/AGAP004769/AGAP012975/AGAP001936/AGAP007177/AGAP006521/AGAP005079/AGAP001592/AGAP002415/AGAP007369/AGAP009398/AGAP012108/AGAP002529/AGAP029626/AGAP012985/AGAP003863/AGAP009727/AGAP004930/AGAP001175/AGAP008360/AGAP001687/AGAP005495/AGAP010134/AGAP002519/AGAP006908/AGAP002639/AGAP005034/AGAP000859/AGAP002722/AGAP002272/AGAP003128/AGAP009061/AGAP001498/AGAP007615/AGAP003026/AGAP009115/AGAP008833/AGAP009514/AGAP011360/AGAP006167/AGAP010600/AGAP009999/AGAP001170/AGAP001902/AGAP005776/AGAP012387/AGAP002966/AGAP002972/AGAP011349/AGAP002261/AGAP007307/AGAP009395/AGAP005159/AGAP004000/AGAP011978/AGAP005055/AGAP003658/AGAP007136/AGAP003283/AGAP010423/AGAP012161/AGAP029498/AGAP005252/AGAP012378/AGAP000346/AGAP012268/AGAP029637/AGAP009704/AGAP007987/AGAP001912/AGAP011481/AGAP004070/AGAP006399/AGAP008666/AGAP011187/AGAP002226","10_v_15_Naive","Cell signaling","signal transduction",118,0.409722222222222,"Upregulated"
"3","GO:0015986","proton motive force-driven ATP synthesis",18,-0.905665845471848,-2.72637502351292,6.9520805059843e-13,5.30675478623468e-11,3.63459647505846e-11,424,"tags=78%, list=4%, signal=75%","AGAP000260/AGAP009564/AGAP003599/AGAP006879/AGAP007841/AGAP009491/AGAP005134/AGAP001138/AGAP011131/AGAP004616/AGAP007966/AGAP012106/AGAP000523/AGAP029205","10_v_15_Naive","Metabolism and mitochondrial function","proton motive force-driven ATP synthesis",14,0.777777777777778,"Downregulated"
"4","GO:0002181","cytoplasmic translation",22,-0.860151265192866,-2.72193400792228,2.66563182235041e-12,1.83128906195473e-10,1.25424992062172e-10,797,"tags=73%, list=7%, signal=68%","AGAP002468/AGAP003063/AGAP012100/AGAP005802/AGAP009508/AGAP007740/AGAP006612/AGAP005046/AGAP001911/AGAP003592/AGAP011777/AGAP001459/AGAP011896/AGAP004919/AGAP002921/AGAP002754","10_v_15_Naive","Translation and RNA processing","cytoplasmic translation",16,0.727272727272727,"Downregulated"
"5","GO:0006099","tricarboxylic acid cycle",20,-0.845308590861838,-2.60342692647384,5.28559723934603e-10,2.30835661157609e-08,1.58099349632193e-08,858,"tags=75%, list=7%, signal=70%","AGAP012191/AGAP001903/AGAP000551/AGAP012048/AGAP004352/AGAP007309/AGAP006660/AGAP010672/AGAP000618/AGAP004055/AGAP001312/AGAP007786/AGAP002728/AGAP002192/AGAP007852","10_v_15_Naive","Metabolism and mitochondrial function","tricarboxylic acid cycle",15,0.75,"Downregulated"
"6","GO:0000027","ribosomal large subunit assembly",21,-0.756622778295559,-2.344630105495,5.71119036124006e-07,1.63482824090497e-05,1.11969389976943e-05,2518,"tags=86%, list=22%, signal=67%","AGAP005365/AGAP003048/AGAP001545/AGAP001311/AGAP002395/AGAP002332/AGAP000270/AGAP004556/AGAP007644/AGAP009031/AGAP011173/AGAP001911/AGAP003592/AGAP006037/AGAP000953/AGAP010065/AGAP003556/AGAP010216","10_v_15_Naive","Translation and RNA processing","ribosomal large subunit assembly",18,0.857142857142857,"Downregulated"
"7","GO:0006260","DNA replication",49,-0.582077421439416,-2.24548327668233,5.59740890491888e-07,1.63482824090497e-05,1.11969389976943e-05,2984,"tags=61%, list=26%, signal=46%","AGAP010177/AGAP009047/AGAP004956/AGAP001135/AGAP011132/AGAP001290/AGAP009222/AGAP005144/AGAP001901/AGAP008352/AGAP007582/AGAP010198/AGAP004078/AGAP004392/AGAP003093/AGAP010406/AGAP006387/AGAP002580/AGAP010018/AGAP010219/AGAP012743/AGAP007063/AGAP004275/AGAP000474/AGAP005800/AGAP008332/AGAP010835/AGAP004957/AGAP010220/AGAP007775","10_v_15_Naive","DNA replication and repair","DNA replication",30,0.612244897959184,"Downregulated"
"8","GO:0007186","G protein-coupled receptor signaling pathway",104,0.438219904964279,2.09986936237731,6.77733042237316e-07,1.86241040006814e-05,1.27556492581086e-05,3885,"tags=55%, list=34%, signal=37%","AGAP007548/AGAP006216/AGAP013149/AGAP010089/AGAP029115/AGAP002888/AGAP002229/AGAP008302/AGAP012982/AGAP009770/AGAP011642/AGAP004453/AGAP001162/AGAP006126/AGAP011452/AGAP003718/AGAP006521/AGAP005079/AGAP001592/AGAP029478/AGAP001562/AGAP012985/AGAP004930/AGAP001175/AGAP002519/AGAP005034/AGAP001498/AGAP009514/AGAP006215/AGAP004272/AGAP011179/AGAP008644/AGAP004829/AGAP003658/AGAP007136/AGAP029498/AGAP012378/AGAP012268/AGAP010793/AGAP012225/AGAP011481/AGAP012698/AGAP029236/AGAP002886/AGAP000351/AGAP001962/AGAP004223/AGAP005773/AGAP009793/AGAP002824/AGAP008702/AGAP008347/AGAP003654/AGAP005229/AGAP029618/AGAP000232/AGAP005002","10_v_15_Naive","Cell signaling","G protein-coupled receptor signaling pathway",57,0.548076923076923,"Upregulated"
"9","GO:0010499","proteasomal ubiquitin-independent protein catabolic process",16,0.782221245052559,2.42567516158474,1.20194002081602e-06,3.17589536269463e-05,2.17517080690186e-05,1817,"tags=88%, list=16%, signal=74%","AGAP002597/AGAP003935/AGAP008816/AGAP004960/AGAP009271/AGAP008837/AGAP011423/AGAP001973/AGAP010253/AGAP012608/AGAP010718/AGAP004991/AGAP005423/AGAP011444","10_v_15_Naive","Protein processing","proteasomal ubiquitin-independent protein
catabolic process",14,0.875,"Upregulated"
"10","GO:0050896","response to stimulus",46,0.553602351453345,2.21985745266642,2.53361049090009e-06,5.80196802416121e-05,3.97376803309593e-05,2985,"tags=48%, list=26%, signal=36%","AGAP007548/AGAP013149/AGAP010089/AGAP012982/AGAP005716/AGAP001162/AGAP002560/AGAP013499/AGAP009398/AGAP012985/AGAP005495/AGAP002639/AGAP002451/AGAP002722/AGAP006167/AGAP009999/AGAP009395/AGAP011978/AGAP009704/AGAP001912/AGAP006368/AGAP000226","10_v_15_Naive","Sensory perception","response to stimulus",22,0.478260869565217,"Upregulated"
